PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31615138","Artifacts in Simultaneous hdEEG/fMRI Imaging: A Nonlinear Dimensionality Reduction Approach","Piorecky M, Koudelka V, Strobl J, Brunovsky M, Krajca V.","Sensors (Basel). 2019 Oct 14;19(20):4454. doi: 10.3390/s19204454.","Piorecky M","Sensors (Basel)","2019","2019/10/17","PMC6832374","","10.3390/s19204454"
"31601069","Automatic eye blink artifact removal for EEG based on a sparse coding technique for assessing major mental disorders","Zafar R, Qayyum A, Mumtaz W.","J Integr Neurosci. 2019 Sep 30;18(3):217-229. doi: 10.31083/j.jin.2019.03.164.","Zafar R","J Integr Neurosci","2019","2019/10/12","","","10.31083/j.jin.2019.03.164"
"31619953","Dry EEG in Sports Sciences: A Fast and Reliable Tool to Assess Individual Alpha Peak Frequency Changes Induced by Physical Effort","di Fronso S, Fiedler P, Tamburro G, Haueisen J, Bertollo M, Comani S.","Front Neurosci. 2019 Sep 20;13:982. doi: 10.3389/fnins.2019.00982. eCollection 2019.","di Fronso S","Front Neurosci","2019","2019/10/18","PMC6763587","","10.3389/fnins.2019.00982"
"31551695","Evaluating Mental Load During Realistic Driving Simulations by Means of Round the Ear Electrodes","Wascher E, Arnau S, Reiser JE, Rudinger G, Karthaus M, Rinkenauer G, Dreger F, Getzmann S.","Front Neurosci. 2019 Sep 4;13:940. doi: 10.3389/fnins.2019.00940. eCollection 2019.","Wascher E","Front Neurosci","2019","2019/09/26","PMC6737043","","10.3389/fnins.2019.00940"
"31543766","The Sensitivity of Single-Trial Mu-Suppression Detection for Motor Imagery Performance as Compared to Motor Execution and Motor Observation Performance","Xu K, Huang YY, Duann JR.","Front Hum Neurosci. 2019 Aug 30;13:302. doi: 10.3389/fnhum.2019.00302. eCollection 2019.","Xu K","Front Hum Neurosci","2019","2019/09/24","PMC6728805","","10.3389/fnhum.2019.00302"
"31534448","Wavelet-Based Semblance Methods to Enhance the Single-Trial Detection of Event-Related Potentials for a BCI Spelling System","Saavedra C, Salas R, Bougrain L.","Comput Intell Neurosci. 2019 Aug 26;2019:8432953. doi: 10.1155/2019/8432953. eCollection 2019.","Saavedra C","Comput Intell Neurosci","2019","2019/09/20","PMC6732649","","10.1155/2019/8432953"
"31474842","Encoding Pleasant and Unpleasant Expression of the Architectural Window Shapes: An ERP Study","Naghibi Rad P, Shahroudi AA, Shabani H, Ajami S, Lashgari R.","Front Behav Neurosci. 2019 Aug 16;13:186. doi: 10.3389/fnbeh.2019.00186. eCollection 2019.","Naghibi Rad P","Front Behav Neurosci","2019","2019/09/03","PMC6707382","","10.3389/fnbeh.2019.00186"
"31366449","Bilateral synchronous gamma range firing of bulbar motor units during tonic seizures","Zwarts M, van Erp G, van Dijk H.","Epileptic Disord. 2019 Aug 1;21(4):385-388. doi: 10.1684/epd.2019.1088.","Zwarts M","Epileptic Disord","2019","2019/08/02","","","10.1684/epd.2019.1088"
"30732457","New-Onset Alzheimer's Disease and Normal Subjects 100% Differentiated by P300","Jervis BW, Bigan C, Jervis MW, Besleaga M.","Am J Alzheimers Dis Other Demen. 2019 Aug;34(5):308-313. doi: 10.1177/1533317519828101. Epub 2019 Feb 7.","Jervis BW","Am J Alzheimers Dis Other Demen","2019","2019/02/09","","","10.1177/1533317519828101"
"30311707","NREM sleep EEG slow waves in autistic and typically developing children: Morphological characteristics and scalp distribution","Lehoux T, Carrier J, Godbout R.","J Sleep Res. 2019 Aug;28(4):e12775. doi: 10.1111/jsr.12775. Epub 2018 Oct 12.","Lehoux T","J Sleep Res","2019","2018/10/13","","","10.1111/jsr.12775"
"28532853","Long-term test-retest reliability of event-related potential (ERP) recordings during treadmill walking using the mobile brain/body imaging (MoBI) approach","Malcolm BR, Foxe JJ, Butler JS, Mowrey WB, Molholm S, De Sanctis P.","Brain Res. 2019 Aug 1;1716:62-69. doi: 10.1016/j.brainres.2017.05.021. Epub 2017 May 19.","Malcolm BR","Brain Res","2019","2017/05/24","PMC7209996","NIHMS881363","10.1016/j.brainres.2017.05.021"
"30951848","Eye movements explain decodability during perception and cued attention in MEG","Quax SC, Dijkstra N, van Staveren MJ, Bosch SE, van Gerven MAJ.","Neuroimage. 2019 Jul 15;195:444-453. doi: 10.1016/j.neuroimage.2019.03.069. Epub 2019 Apr 3.","Quax SC","Neuroimage","2019","2019/04/06","","","10.1016/j.neuroimage.2019.03.069"
"31354408","Simultaneous EEG-fMRI: Evaluating the Effect of the EEG Cap-Cabling Configuration on the Gradient Artifact","Chowdhury MEH, Khandakar A, Mullinger KJ, Al-Emadi N, Bowtell R.","Front Neurosci. 2019 Jul 10;13:690. doi: 10.3389/fnins.2019.00690. eCollection 2019.","Chowdhury MEH","Front Neurosci","2019","2019/07/30","PMC6635558","","10.3389/fnins.2019.00690"
"31295908","Analyzing Passive BCI Signals to Control Adaptive Automation Devices","Al-Hudhud G, Alqahtani L, Albaity H, Alsaeed D, Al-Turaiki I.","Sensors (Basel). 2019 Jul 10;19(14):3042. doi: 10.3390/s19143042.","Al-Hudhud G","Sensors (Basel)","2019","2019/07/13","PMC6678787","","10.3390/s19143042"
"31945852","Data-driven separation and estimation of atrial dynamics in very high-dimensional electrocardiograms from epilepsy patients","Stamoulis C, Connoly J, Duffy FH.","Annu Int Conf IEEE Eng Med Biol Soc. 2019 Jul;2019:91-94. doi: 10.1109/EMBC.2019.8856494.","Stamoulis C","Annu Int Conf IEEE Eng Med Biol Soc","2019","2020/01/18","PMC6986805","NIHMS1065594","10.1109/EMBC.2019.8856494"
"31189384","Biomarkers for SUDEP: Are We There Yet?","King-Stephens D.","Epilepsy Curr. 2019 Jul-Aug;19(4):231-233. doi: 10.1177/1535759719855948. Epub 2019 Jun 13.","King-Stephens D","Epilepsy Curr","2019","2019/06/14","PMC6891836","","10.1177/1535759719855948"
"31021800","Hemicraniectomy in Traumatic Brain Injury: A Noninvasive Platform to Investigate High Gamma Activity for Brain Machine Interfaces","Vaidya M, Flint RD, Wang PT, Barry A, Li Y, Ghassemi M, Tomic G, Yao J, Carmona C, Mugler EM, Gallick S, Driver S, Brkic N, Ripley D, Liu C, Kamper D, Do AH, Slutzky MW.","IEEE Trans Neural Syst Rehabil Eng. 2019 Jul;27(7):1467-1472. doi: 10.1109/TNSRE.2019.2912298. Epub 2019 Apr 23.","Vaidya M","IEEE Trans Neural Syst Rehabil Eng","2019","2019/04/26","PMC7577111","NIHMS1533893","10.1109/TNSRE.2019.2912298"
"31015102","Abnormal visual sensitivity in eyelid myoclonia with absences: Evidence from electrocortical connectivity and non-linear quantitative analysis of EEG signal","Giuliano L, Mostile G, Fatuzzo D, Mainieri G, Nicoletti A, Sofia V, Zappia M.","Seizure. 2019 Jul;69:118-124. doi: 10.1016/j.seizure.2019.04.007. Epub 2019 Apr 10.","Giuliano L","Seizure","2019","2019/04/25","","","10.1016/j.seizure.2019.04.007"
"30972605","The Statistics of EEG Unipolar References: Derivations and Properties","Hu S, Yao D, Bringas-Vega ML, Qin Y, Valdes-Sosa PA.","Brain Topogr. 2019 Jul;32(4):696-703. doi: 10.1007/s10548-019-00706-y. Epub 2019 Apr 10.","Hu S","Brain Topogr","2019","2019/04/12","PMC6592964","","10.1007/s10548-019-00706-y"
"31482052","High Frequency Oscillations in Epilepsy: Detection Methods and Considerations in Clinical Application","Park CJ, Hong SB.","J Epilepsy Res. 2019 Jun 30;9(1):1-13. doi: 10.14581/jer.19001. eCollection 2019 Jun.","Park CJ","J Epilepsy Res","2019","2019/09/05","PMC6706641","","10.14581/jer.19001"
"31346330","Functional Corticomuscular Signal Coupling Is Weakened during Voluntary Motor Action in Cancer-Related Fatigue","Jiang C, Yang Q, Chen T, Siemionow V, Ranganathan VK, Yan AF, Yue GH.","Neural Plast. 2019 Jun 26;2019:2490750. doi: 10.1155/2019/2490750. eCollection 2019.","Jiang C","Neural Plast","2019","2019/07/27","PMC6617923","","10.1155/2019/2490750"
"31258465","L-Dopa Modulation of Brain Connectivity in Parkinson's Disease Patients: A Pilot EEG-fMRI Study","Evangelisti S, Pittau F, Testa C, Rizzo G, Gramegna LL, Ferri L, Coito A, Cortelli P, Calandra-Buonaura G, Bisquoli F, Bianchini C, Manners DN, Talozzi L, Tonon C, Lodi R, Tinuper P.","Front Neurosci. 2019 Jun 14;13:611. doi: 10.3389/fnins.2019.00611. eCollection 2019.","Evangelisti S","Front Neurosci","2019","2019/07/02","PMC6587436","","10.3389/fnins.2019.00611"
"31212613","Analysis of a Low-Cost EEG Monitoring System and Dry Electrodes toward Clinical Use in the Neonatal ICU","O'Sullivan M, Temko A, Bocchino A, O'Mahony C, Boylan G, Popovici E.","Sensors (Basel). 2019 Jun 11;19(11):2637. doi: 10.3390/s19112637.","O'Sullivan M","Sensors (Basel)","2019","2019/06/20","PMC6603568","","10.3390/s19112637"
"31181744","The Effects of Filter's Class, Cutoff Frequencies, and Independent Component Analysis on the Amplitude of Somatosensory Evoked Potentials Recorded from Healthy Volunteers","Navid MS, Niazi IK, Lelic D, Drewes AM, Haavik H.","Sensors (Basel). 2019 Jun 8;19(11):2610. doi: 10.3390/s19112610.","Navid MS","Sensors (Basel)","2019","2019/06/12","PMC6603557","","10.3390/s19112610"
"31003116","Redaction of false high frequency oscillations due to muscle artifact improves specificity to epileptic tissue","Ren S, Gliske SV, Brang D, Stacey WC.","Clin Neurophysiol. 2019 Jun;130(6):976-985. doi: 10.1016/j.clinph.2019.03.028. Epub 2019 Apr 11.","Ren S","Clin Neurophysiol","2019","2019/04/20","PMC6551620","NIHMS1526836","10.1016/j.clinph.2019.03.028"
"30989095","Dataset of 24-subject EEG recordings during viewing of real-world objects and planar images of the same items","Marini F, Breeding KA, Snow JC.","Data Brief. 2019 Mar 21;24:103857. doi: 10.1016/j.dib.2019.103857. eCollection 2019 Jun.","Marini F","Data Brief","2019","2019/04/17","PMC6446127","","10.1016/j.dib.2019.103857"
"30369431","Adaptive and Wireless Recordings of Electrophysiological Signals During Concurrent Magnetic Resonance Imaging","Mandal R, Babaria N, Jiayue Cao, Zhongming Liu.","IEEE Trans Biomed Eng. 2019 Jun;66(6):1649-1657. doi: 10.1109/TBME.2018.2877640. Epub 2018 Oct 23.","Mandal R","IEEE Trans Biomed Eng","2019","2018/10/30","PMC6544149","NIHMS1529891","10.1109/TBME.2018.2877640"
"31239837","Steady-State Motion Visual Evoked Potential (SSMVEP) Enhancement Method Based on Time-Frequency Image Fusion","Yan W, Xu G, Chen L, Zheng X.","Comput Intell Neurosci. 2019 May 21;2019:9439407. doi: 10.1155/2019/9439407. eCollection 2019.","Yan W","Comput Intell Neurosci","2019","2019/06/27","PMC6556311","","10.1155/2019/9439407"
"31109062","An Unsupervised Method for Artefact Removal in EEG Signals","Mur A, Dormido R, Duro N.","Sensors (Basel). 2019 May 18;19(10):2302. doi: 10.3390/s19102302.","Mur A","Sensors (Basel)","2019","2019/05/22","PMC6567218","","10.3390/s19102302"
"31133785","Automatic Removal of Cardiac Interference (ARCI): A New Approach for EEG Data","Tamburro G, Stone DB, Comani S.","Front Neurosci. 2019 May 8;13:441. doi: 10.3389/fnins.2019.00441. eCollection 2019.","Tamburro G","Front Neurosci","2019","2019/05/29","PMC6517508","","10.3389/fnins.2019.00441"
"31105543","A Riemannian Modification of Artifact Subspace Reconstruction for EEG Artifact Handling","Blum S, Jacobsen NSJ, Bleichner MG, Debener S.","Front Hum Neurosci. 2019 Apr 26;13:141. doi: 10.3389/fnhum.2019.00141. eCollection 2019.","Blum S","Front Hum Neurosci","2019","2019/05/21","PMC6499032","","10.3389/fnhum.2019.00141"
"31028046","Transduction of the Geomagnetic Field as Evidenced from alpha-Band Activity in the Human Brain","Wang CX, Hilburn IA, Wu DA, Mizuhara Y, Cousté CP, Abrahams JNH, Bernstein SE, Matani A, Shimojo S, Kirschvink JL.","eNeuro. 2019 Apr 26;6(2):ENEURO.0483-18.2019. doi: 10.1523/ENEURO.0483-18.2019. Print 2019 Mar/Apr.","Wang CX","eNeuro","2019","2019/04/28","PMC6494972","","10.1523/ENEURO.0483-18.2019"
"31024278","fNIRS Evidence for Recognizably Different Positive Emotions","Hu X, Zhuang C, Wang F, Liu YJ, Im CH, Zhang D.","Front Hum Neurosci. 2019 Apr 9;13:120. doi: 10.3389/fnhum.2019.00120. eCollection 2019.","Hu X","Front Hum Neurosci","2019","2019/04/27","PMC6465574","","10.3389/fnhum.2019.00120"
"30965564","An EEG-Based Identity Authentication System with Audiovisual Paradigm in IoT","Huang H, Hu L, Xiao F, Du A, Ye N, He F.","Sensors (Basel). 2019 Apr 8;19(7):1664. doi: 10.3390/s19071664.","Huang H","Sensors (Basel)","2019","2019/04/11","PMC6479387","","10.3390/s19071664"
"30822768","Simultaneous EIT and EEG using frequency division multiplexing","Avery J, Dowrick T, Witkowska-Wrobel A, Faulkner M, Aristovich K, Holder D.","Physiol Meas. 2019 Apr 3;40(3):034007. doi: 10.1088/1361-6579/ab0bbc.","Avery J","Physiol Meas","2019","2019/03/02","","","10.1088/1361-6579/ab0bbc"
"30943762","Expandable Lattice Electrode Ablation Catheter: A Novel Radiofrequency Platform Allowing High Current at Low Density for Rapid, Titratable, and Durable Lesions","Barkagan M, Leshem E, Rottmann M, Sroubek J, Shapira-Daniels A, Anter E.","Circ Arrhythm Electrophysiol. 2019 Apr;12(4):e007090. doi: 10.1161/CIRCEP.118.007090.","Barkagan M","Circ Arrhythm Electrophysiol","2019","2019/04/05","PMC6652200","NIHMS1522526","10.1161/CIRCEP.118.007090"
"30738105","Vibrotactile piezoelectric stimulation system with precise and versatile timing control for somatosensory research","Sun L, Okada Y.","J Neurosci Methods. 2019 Apr 1;317:29-36. doi: 10.1016/j.jneumeth.2019.02.002. Epub 2019 Feb 7.","Sun L","J Neurosci Methods","2019","2019/02/10","PMC6588181","NIHMS1521343","10.1016/j.jneumeth.2019.02.002"
"30639330","Reducing power line noise in EEG and MEG data via spectrum interpolation","Leske S, Dalal SS.","Neuroimage. 2019 Apr 1;189:763-776. doi: 10.1016/j.neuroimage.2019.01.026. Epub 2019 Jan 11.","Leske S","Neuroimage","2019","2019/01/15","PMC6456018","EMS81353","10.1016/j.neuroimage.2019.01.026"
"30523864","Combined head phantom and neural mass model validation of effective connectivity measures","Peterson SM, Ferris DP.","J Neural Eng. 2019 Apr;16(2):026010. doi: 10.1088/1741-2552/aaf60e. Epub 2018 Dec 4.","Peterson SM","J Neural Eng","2019","2018/12/08","PMC6448772","NIHMS1020975","10.1088/1741-2552/aaf60e"
"30105544","Intracerebral EEG Artifact Identification Using Convolutional Neural Networks","Nejedly P, Cimbalnik J, Klimes P, Plesinger F, Halamek J, Kremen V, Viscor I, Brinkmann BH, Pail M, Brazdil M, Worrell G, Jurak P.","Neuroinformatics. 2019 Apr;17(2):225-234. doi: 10.1007/s12021-018-9397-6.","Nejedly P","Neuroinformatics","2019","2018/08/15","PMC6459786","","10.1007/s12021-018-9397-6"
"29516562","Automatic artefact detection in single-channel sleep EEG recordings","Malafeev A, Omlin X, Wierzbicka A, Wichniak A, Jernajczyk W, Riener R, Achermann P.","J Sleep Res. 2019 Apr;28(2):e12679. doi: 10.1111/jsr.12679. Epub 2018 Mar 8.","Malafeev A","J Sleep Res","2019","2018/03/09","","","10.1111/jsr.12679"
"30886202","Human electrocortical dynamics while stepping over obstacles","Nordin AD, Hairston WD, Ferris DP.","Sci Rep. 2019 Mar 18;9(1):4693. doi: 10.1038/s41598-019-41131-2.","Nordin AD","Sci Rep","2019","2019/03/20","PMC6423113","","10.1038/s41598-019-41131-2"
"30914936","Automatic Analysis of EEGs Using Big Data and Hybrid Deep Learning Architectures","Golmohammadi M, Harati Nejad Torbati AH, Lopez de Diego S, Obeid I, Picone J.","Front Hum Neurosci. 2019 Mar 12;13:76. doi: 10.3389/fnhum.2019.00076. eCollection 2019.","Golmohammadi M","Front Hum Neurosci","2019","2019/03/28","PMC6423064","","10.3389/fnhum.2019.00076"
"30896731","Perceptual reversals in binocular rivalry: Improved detection from OKN","Aleshin S, Ziman G, Kovács I, Braun J.","J Vis. 2019 Mar 1;19(3):5. doi: 10.1167/19.3.5.","Aleshin S","J Vis","2019","2019/03/22","","","10.1167/19.3.5"
"30604048","Cortical Signal Suppression (CSS) for Detection of Subcortical Activity Using MEG and EEG","Samuelsson JG, Khan S, Sundaram P, Peled N, Hämäläinen MS.","Brain Topogr. 2019 Mar;32(2):215-228. doi: 10.1007/s10548-018-00694-5. Epub 2019 Jan 3.","Samuelsson JG","Brain Topogr","2019","2019/01/04","PMC6374174","NIHMS1517832","10.1007/s10548-018-00694-5"
"30813520","Removal of Artifacts from EEG Signals: A Review","Jiang X, Bian GB, Tian Z.","Sensors (Basel). 2019 Feb 26;19(5):987. doi: 10.3390/s19050987.","Jiang X","Sensors (Basel)","2019","2019/03/01","PMC6427454","","10.3390/s19050987"
"30810597","Amplitude-integrated electroencephalography for neonatal seizure detection. An electrophysiological point of view","Gacio S.","Arq Neuropsiquiatr. 2019 Feb;77(2):122-130. doi: 10.1590/0004-282X20180150.","Gacio S","Arq Neuropsiquiatr","2019","2019/02/28","","","10.1590/0004-282X20180150"
"30653657","Safety and effectiveness of stereotactic laser ablation for epileptogenic cerebral cavernous malformations","Willie JT, Malcolm JG, Stern MA, Lowder LO, Neill SG, Cabaniss BT, Drane DL, Gross RE.","Epilepsia. 2019 Feb;60(2):220-232. doi: 10.1111/epi.14634. Epub 2019 Jan 17.","Willie JT","Epilepsia","2019","2019/01/18","PMC6365175","NIHMS1002051","10.1111/epi.14634"
"30605711","Preliminary experience with point-of-care EEG in post-cardiac arrest patients","Rittenberger JC, Weissman A, Baldwin M, Flickinger K, Repine MJ, Guyette FX, Doshi AA, Dezfulian C, Callaway CW, Elmer J; Pittsburgh Post Cardiac Arrest Service.","Resuscitation. 2019 Feb;135:98-102. doi: 10.1016/j.resuscitation.2018.12.022. Epub 2018 Dec 31.","Rittenberger JC","Resuscitation","2019","2019/01/04","PMC7155922","NIHMS1560636","10.1016/j.resuscitation.2018.12.022"
"30339731","Exploring the relative efficacy of motion artefact correction techniques for EEG data acquired during simultaneous fMRI","Daniel AJ, Smith JA, Spencer GS, Jorge J, Bowtell R, Mullinger KJ.","Hum Brain Mapp. 2019 Feb 1;40(2):578-596. doi: 10.1002/hbm.24396. Epub 2018 Oct 19.","Daniel AJ","Hum Brain Mapp","2019","2018/10/20","PMC6492138","","10.1002/hbm.24396"
"30709004","Quality Assessment of Single-Channel EEG for Wearable Devices","Grosselin F, Navarro-Sune X, Vozzi A, Pandremmenou K, De Vico Fallani F, Attal Y, Chavez M.","Sensors (Basel). 2019 Jan 31;19(3):601. doi: 10.3390/s19030601.","Grosselin F","Sensors (Basel)","2019","2019/02/03","PMC6387437","","10.3390/s19030601"
"30709001","An Unsupervised Multichannel Artifact Detection Method for Sleep EEG Based on Riemannian Geometry","Saifutdinova E, Congedo M, Dudysova D, Lhotska L, Koprivova J, Gerla V.","Sensors (Basel). 2019 Jan 31;19(3):602. doi: 10.3390/s19030602.","Saifutdinova E","Sensors (Basel)","2019","2019/02/03","PMC6387048","","10.3390/s19030602"
"30677031","Estimation of auditory steady-state responses based on the averaging of independent EEG epochs","Prado-Gutierrez P, Martínez-Montes E, Weinstein A, Zañartu M.","PLoS One. 2019 Jan 24;14(1):e0206018. doi: 10.1371/journal.pone.0206018. eCollection 2019.","Prado-Gutierrez P","PLoS One","2019","2019/01/25","PMC6345467","","10.1371/journal.pone.0206018"
"30568003","Postconvulsive central apnea as a biomarker for sudden unexpected death in epilepsy (SUDEP)","Vilella L, Lacuey N, Hampson JP, Rani MRS, Sainju RK, Friedman D, Nei M, Strohl K, Scott C, Gehlbach BK, Zonjy B, Hupp NJ, Zaremba A, Shafiabadi N, Zhao X, Reick-Mitrisin V, Schuele S, Ogren J, Harper RM, Diehl B, Bateman L, Devinsky O, Richerson GB, Ryvlin P, Lhatoo SD.","Neurology. 2019 Jan 15;92(3):e171-e182. doi: 10.1212/WNL.0000000000006785. Epub 2018 Dec 19.","Vilella L","Neurology","2019","2018/12/21","PMC6340388","","10.1212/WNL.0000000000006785"
"30321643","Inherent physiological artifacts in EEG during tDCS","Gebodh N, Esmaeilpour Z, Adair D, Chelette K, Dmochowski J, Woods AJ, Kappenman ES, Parra LC, Bikson M.","Neuroimage. 2019 Jan 15;185:408-424. doi: 10.1016/j.neuroimage.2018.10.025. Epub 2018 Oct 12.","Gebodh N","Neuroimage","2019","2018/10/16","PMC6289749","NIHMS1511254","10.1016/j.neuroimage.2018.10.025"
"30687215","Quantitative EEG and Verbal Fluency in DBS Patients: Comparison of Stimulator-On and -Off Conditions","Hatz F, Meyer A, Roesch A, Taub E, Gschwandtner U, Fuhr P.","Front Neurol. 2019 Jan 9;9:1152. doi: 10.3389/fneur.2018.01152. eCollection 2018.","Hatz F","Front Neurol","2019","2019/01/29","PMC6333686","","10.3389/fneur.2018.01152"
"30621077","Removal of Gross Artifacts of Transcranial Alternating Current Stimulation in Simultaneous EEG Monitoring","Kohli S, Casson AJ.","Sensors (Basel). 2019 Jan 7;19(1):190. doi: 10.3390/s19010190.","Kohli S","Sensors (Basel)","2019","2019/01/10","PMC6338981","","10.3390/s19010190"
"34988241","Automated Artifact Rejection Algorithms Harm P3 Speller Brain-Computer Interface Performance","Thompson DE, Mowla MR, Dhuyvetter KJ, Tillman JW, Huggins JE.","Brain Comput Interfaces (Abingdon). 2019;6(4):141-148. doi: 10.1080/2326263X.2020.1734401. Epub 2020 Mar 2.","Thompson DE","Brain Comput Interfaces (Abingdon)","2019","2022/01/06","PMC8725686","NIHMS1761881","10.1080/2326263X.2020.1734401"
"30579407","Delirium detection using relative delta power based on 1-minute single-channel EEG: a multicentre study","Numan T, van den Boogaard M, Kamper AM, Rood PJT, Peelen LM, Slooter AJC; Dutch Delirium Detection Study Group.","Br J Anaesth. 2019 Jan;122(1):60-68. doi: 10.1016/j.bja.2018.08.021. Epub 2018 Oct 2.","Numan T","Br J Anaesth","2019","2018/12/24","","","10.1016/j.bja.2018.08.021"
"30218769","Systematic comparison between a wireless EEG system with dry electrodes and a wired EEG system with wet electrodes","Kam JWY, Griffin S, Shen A, Patel S, Hinrichs H, Heinze HJ, Deouell LY, Knight RT.","Neuroimage. 2019 Jan 1;184:119-129. doi: 10.1016/j.neuroimage.2018.09.012. Epub 2018 Sep 12.","Kam JWY","Neuroimage","2019","2018/09/16","PMC6568010","NIHMS1027335","10.1016/j.neuroimage.2018.09.012"
"30618704","NFBLab-A Versatile Software for Neurofeedback and Brain-Computer Interface Research","Smetanin N, Volkova K, Zabodaev S, Lebedev MA, Ossadtchi A.","Front Neuroinform. 2018 Dec 24;12:100. doi: 10.3389/fninf.2018.00100. eCollection 2018.","Smetanin N","Front Neuroinform","2018","2019/01/09","PMC6311652","","10.3389/fninf.2018.00100"
"30618727","Functional Re-organization of Cortical Networks of Senior Citizens After a 24-Week Traditional Dance Program","Zilidou VI, Frantzidis CA, Romanopoulou ED, Paraskevopoulos E, Douka S, Bamidis PD.","Front Aging Neurosci. 2018 Dec 21;10:422. doi: 10.3389/fnagi.2018.00422. eCollection 2018.","Zilidou VI","Front Aging Neurosci","2018","2019/01/09","PMC6308125","","10.3389/fnagi.2018.00422"
"30618572","An Approach for Brain-Controlled Prostheses Based on a Facial Expression Paradigm","Li R, Zhang X, Lu Z, Liu C, Li H, Sheng W, Odekhe R.","Front Neurosci. 2018 Dec 18;12:943. doi: 10.3389/fnins.2018.00943. eCollection 2018.","Li R","Front Neurosci","2018","2019/01/09","PMC6305548","","10.3389/fnins.2018.00943"
"30525929","The Effects of Global Signal Regression on Estimates of Resting-State Blood Oxygen-Level-Dependent Functional Magnetic Resonance Imaging and Electroencephalogram Vigilance Correlations","Falahpour M, Nalci A, Liu TT.","Brain Connect. 2018 Dec;8(10):618-627. doi: 10.1089/brain.2018.0645.","Falahpour M","Brain Connect","2018","2018/12/12","PMC6338459","","10.1089/brain.2018.0645"
"30267730","The fixation-related lambda response: Effects of saccade magnitude, spatial frequency, and ocular artifact removal","Ries AJ, Slayback D, Touryan J.","Int J Psychophysiol. 2018 Dec;134:1-8. doi: 10.1016/j.ijpsycho.2018.09.004. Epub 2018 Sep 26.","Ries AJ","Int J Psychophysiol","2018","2018/09/30","","","10.1016/j.ijpsycho.2018.09.004"
"29884688","The Effect of Electroencephalography Leads on Image Quality in Cerebral Perfusion SPECT and (18)F-FDG PET/CT","Zhang L, Yen SP, Seltzer MA, Thomas GP Jr, Willis K, Siegel A.","J Nucl Med Technol. 2018 Dec;46(4):359-361. doi: 10.2967/jnmt.117.207621. Epub 2018 Jun 8.","Zhang L","J Nucl Med Technol","2018","2018/06/10","","","10.2967/jnmt.117.207621"
"30532722","Investigating Established EEG Parameter During Real-World Driving","Protzak J, Gramann K.","Front Psychol. 2018 Nov 23;9:2289. doi: 10.3389/fpsyg.2018.02289. eCollection 2018.","Protzak J","Front Psychol","2018","2018/12/12","PMC6265363","","10.3389/fpsyg.2018.02289"
"30025851","Probabilistic functional tractography of the human cortex revisited","Trebaul L, Deman P, Tuyisenge V, Jedynak M, Hugues E, Rudrauf D, Bhattacharjee M, Tadel F, Chanteloup-Foret B, Saubat C, Reyes Mejia GC, Adam C, Nica A, Pail M, Dubeau F, Rheims S, Trébuchon A, Wang H, Liu S, Blauwblomme T, Garcés M, De Palma L, Valentin A, Metsähonkala EL, Petrescu AM, Landré E, Szurhaj W, Hirsch E, Valton L, Rocamora R, Schulze-Bonhage A, Mindruta I, Francione S, Maillard L, Taussig D, Kahane P, David O.","Neuroimage. 2018 Nov 1;181:414-429. doi: 10.1016/j.neuroimage.2018.07.039. Epub 2018 Jul 17.","Trebaul L","Neuroimage","2018","2018/07/21","PMC6150949","","10.1016/j.neuroimage.2018.07.039"
"30382882","A novel approach to emotion recognition using local subset feature selection and modified Dempster-Shafer theory","Zangeneh Soroush M, Maghooli K, Setarehdan SK, Nasrabadi AM.","Behav Brain Funct. 2018 Oct 31;14(1):17. doi: 10.1186/s12993-018-0149-4.","Zangeneh Soroush M","Behav Brain Funct","2018","2018/11/02","PMC6208176","","10.1186/s12993-018-0149-4"
"30420827","Motor Unit-Driven Identification of Pathological Tremor in Electroencephalograms","Holobar A, Gallego JA, Kranjec J, Rocon E, Romero JP, Benito-León J, Pons JL, Glaser V.","Front Neurol. 2018 Oct 29;9:879. doi: 10.3389/fneur.2018.00879. eCollection 2018.","Holobar A","Front Neurol","2018","2018/11/14","PMC6215829","","10.3389/fneur.2018.00879"
"30349470","Reducing the Effect of Spurious Phase Variations in Neural Oscillatory Signals","Mortezapouraghdam Z, Corona-Strauss FI, Takahashi K, Strauss DJ.","Front Comput Neurosci. 2018 Oct 8;12:82. doi: 10.3389/fncom.2018.00082. eCollection 2018.","Mortezapouraghdam Z","Front Comput Neurosci","2018","2018/10/24","PMC6186847","","10.3389/fncom.2018.00082"
"30333740","Global Epileptic Seizure Identification With Affinity Propagation Clustering Partition Mutual Information Using Cross-Layer Fully Connected Neural Network","Wang F, Ke H.","Front Hum Neurosci. 2018 Oct 2;12:396. doi: 10.3389/fnhum.2018.00396. eCollection 2018.","Wang F","Front Hum Neurosci","2018","2018/10/19","PMC6176510","","10.3389/fnhum.2018.00396"
"30532357","Evaluating the Effect of Repetitive Transcranial Magnetic Stimulation in Cerebral Palsy Children by Employing Electroencephalogram Signals","Gupta M, Bhatia D.","Ann Indian Acad Neurol. 2018 Oct-Dec;21(4):280-284. doi: 10.4103/aian.AIAN_413_17.","Gupta M","Ann Indian Acad Neurol","2018","2018/12/12","PMC6238553","","10.4103/aian.AIAN_413_17"
